Name,Day,Date,Raid,Type,Reason,Points,Alt or 2nd Main,Class,Guild Rank,Alt,DKP Rank,Attendance Calc,Level
Scylla,Sat,01/22/22,01/22 GoD / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Cleric,<<< Officer >>>,,Main,0.83,70
Silvae,Sat,01/22/22,01/22 GoD / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Cleric,<<< Class Lead >>>,,Main,0.83,70
Sinidan,Sat,01/22/22,01/22 GoD / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Rogue,Raider,,Main,0.83,70
Sunniedazies,Sat,01/22/22,01/22 GoD / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Cleric,Raider,,Main,0.83,70
Tators,Sat,01/22/22,01/22 GoD / LDoNs,Earned,Raid - Attendance - 20/hr,80,,Enchanter,Raider,,Main,0.67,70
Torzax,Sat,01/22/22,01/22 GoD / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Shadow Knight,Raider,,Main,0.83,70
Trystyl,Sat,01/22/22,01/22 GoD / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Wizard,<<< Class Lead >>>,,Main,0.83,70
Tyrus,Sat,01/22/22,01/22 GoD / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Berserker,<<< Officer >>>,,Main,0.83,70
Utair,Sat,01/22/22,01/22 GoD / LDoNs,Earned,Raid - Attendance - 20/hr,80,,Druid,Raider,,Main,0.67,70
Vaediin,Sat,01/22/22,01/22 GoD / LDoNs,Earned,Raid - Attendance - 20/hr,40,,Enchanter,Raider,,Main,0.33,70
Vetis,Sat,01/22/22,01/22 GoD / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Bard,<<< Class Lead >>>,,Main,0.83,70
Voltha,Sat,01/22/22,01/22 GoD / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Shaman,<<< Class Lead >>>,,Main,0.83,70
Yzzy,Sat,01/22/22,01/22 GoD / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Rogue,<<< Class Lead >>>,,Main,0.83,70
Zhulong,Sat,01/22/22,01/22 GoD / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Monk,Raider,,Main,0.83,70
Zortax,Sat,01/22/22,01/22 GoD / LDoNs,Earned,Raid - Attendance - 20/hr,40,,Warrior,Raider,,Main,0.33,70
Advenia,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Magician,<<< Class Lead >>>,,Main,0.00,70
Baconlegs,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Monk,<<< Officer >>>,,Main,0.00,70
Displacer,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),230,,Bard,Raider,,Main,0.00,70
Boogabooga,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Shadow Knight,<<< Class Lead >>>,,Main,0.00,70
Bramil,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Necromancer,Raider,,Main,0.00,70
Bremen,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),200,,Paladin,Raider,,Main,0.00,70
Byggie,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Warrior,Raider,,Main,0.00,70
Clawdess,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Rogue,Raider,,Main,0.00,70
Drae,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Paladin,Raider,,Main,0.00,70
Flatline,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),60,,Necromancer,Raider,,Main,0.00,70
Gausbert,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Bard,Raider,,Main,0.00,70
Gruis,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),130,,Beastlord,Raider,,Main,0.00,70
Guzz,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Shadow Knight,Raider,,Main,0.00,70
Helbinor,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Necromancer,Raider,,Main,0.00,70
Jackaroe,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Rogue,Raider,,Main,0.00,70
Karalaine,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Druid,Raider,,Main,0.00,70
Kirynn,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Enchanter,Raider,,Main,0.00,70
Longpeww,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),200,,Ranger,Raider,,Main,0.00,70
Mortimus,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Necromancer,<<< Officer >>>,,Main,0.00,70
Nastynate,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),260,,Shadow Knight,Raider,,Main,0.00,70
Oakwynd,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Ranger,Raider,,Main,0.00,70
Patchouli,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Shaman,<<< Officer >>>,,Main,0.00,70
Penelo,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Monk,<<< Guild Leader >>>,,Main,0.00,70
Pigglet,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Warrior,Raider,,Main,0.00,70
Raage,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Warrior,<<< Officer >>>,,Main,0.00,70
Rabidtiger,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),200,,Beastlord,Raider,,Main,0.00,70
Ravnor,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Monk,Raider,,Main,0.00,70
Renab,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Ranger,Raider,,Main,0.00,70
Rinon,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),290,,Druid,<<< Class Lead >>>,,Main,0.00,70
Scylla,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Cleric,<<< Officer >>>,,Main,0.00,70
Silvae,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Cleric,<<< Class Lead >>>,,Main,0.00,70
Sinidan,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Rogue,Raider,,Main,0.00,70
Sunniedazies,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Cleric,Raider,,Main,0.00,70
Tators,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),190,,Enchanter,Raider,,Main,0.00,70
Torzax,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Shadow Knight,Raider,,Main,0.00,70
Trystyl,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Wizard,<<< Class Lead >>>,,Main,0.00,70
Tyrus,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Berserker,<<< Officer >>>,,Main,0.00,70
Utair,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),170,,Druid,Raider,,Main,0.00,70
Vaediin,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),200,,Enchanter,Raider,,Main,0.00,70
Vetis,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Bard,<<< Class Lead >>>,,Main,0.00,70
Voltha,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Shaman,<<< Class Lead >>>,,Main,0.00,70
Yzzy,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),290,,Rogue,<<< Class Lead >>>,,Main,0.00,70
Zhulong,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),320,,Monk,Raider,,Main,0.00,70
Zortax,Sat,01/22/22,01/22 GoD / LDoNs,Earned,BOSS KILLS (10 each),230,,Warrior,Raider,,Main,0.00,70
Advenia,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Magician,<<< Class Lead >>>,,Main,0.00,70
Baconlegs,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Monk,<<< Officer >>>,,Main,0.00,70
Displacer,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),0,,Bard,Raider,,Main,0.00,70
Boogabooga,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Shadow Knight,<<< Class Lead >>>,,Main,0.00,70
Bramil,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Necromancer,Raider,,Main,0.00,70
Bremen,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),0,,Paladin,Raider,,Main,0.00,70
Byggie,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Warrior,Raider,,Main,0.00,70
Clawdess,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Rogue,Raider,,Main,0.00,70
Drae,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Paladin,Raider,,Main,0.00,70
Flatline,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),0,,Necromancer,Raider,,Main,0.00,70
Gausbert,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Bard,Raider,,Main,0.00,70
Gruis,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),0,,Beastlord,Raider,,Main,0.00,70
Guzz,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Shadow Knight,Raider,,Main,0.00,70
Helbinor,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Necromancer,Raider,,Main,0.00,70
Jackaroe,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Rogue,Raider,,Main,0.00,70
Karalaine,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Druid,Raider,,Main,0.00,70
Kirynn,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Enchanter,Raider,,Main,0.00,70
Longpeww,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),0,,Ranger,Raider,,Main,0.00,70
Mortimus,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Necromancer,<<< Officer >>>,,Main,0.00,70
Nastynate,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),0,,Shadow Knight,Raider,,Main,0.00,70
Oakwynd,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Ranger,Raider,,Main,0.00,70
Patchouli,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Shaman,<<< Officer >>>,,Main,0.00,70
Penelo,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Monk,<<< Guild Leader >>>,,Main,0.00,70
Pigglet,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Warrior,Raider,,Main,0.00,70
Raage,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Warrior,<<< Officer >>>,,Main,0.00,70
Rabidtiger,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),0,,Beastlord,Raider,,Main,0.00,70
Ravnor,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Monk,Raider,,Main,0.00,70
Renab,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Ranger,Raider,,Main,0.00,70
Rinon,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),0,,Druid,<<< Class Lead >>>,,Main,0.00,70
Scylla,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Cleric,<<< Officer >>>,,Main,0.00,70
Silvae,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Cleric,<<< Class Lead >>>,,Main,0.00,70
Sinidan,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Rogue,Raider,,Main,0.00,70
Sunniedazies,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Cleric,Raider,,Main,0.00,70
Tators,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Enchanter,Raider,,Main,0.00,70
Torzax,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Shadow Knight,Raider,,Main,0.00,70
Trystyl,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Wizard,<<< Class Lead >>>,,Main,0.00,70
Tyrus,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Berserker,<<< Officer >>>,,Main,0.00,70
Utair,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Druid,Raider,,Main,0.00,70
Vaediin,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),0,,Enchanter,Raider,,Main,0.00,70
Vetis,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Bard,<<< Class Lead >>>,,Main,0.00,70
Voltha,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Shaman,<<< Class Lead >>>,,Main,0.00,70
Yzzy,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Rogue,<<< Class Lead >>>,,Main,0.00,70
Zhulong,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),10,,Monk,Raider,,Main,0.00,70
Zortax,Sat,01/22/22,01/22 GoD / LDoNs,Earned,CLOSEOUT (10),0,,Warrior,Raider,,Main,0.00,70
Displacer,Sat,,Main Change 50%,Spent,Main Change 50%,-375,,Bard,Raider,,Main,0.00,70
Tyrus,Sun,01/23/22,OoW Zones,Spent,Blood-Polished Hammer,-10,,Berserker,<<< Officer >>>,,Main,0.00,70
Scylla,Sun,01/23/22,OoW Zones,Spent,Infernal Staff of Fiery Fate,-20,,Cleric,<<< Officer >>>,,Main,0.00,70
Scylla,Sun,01/23/22,OoW Zones,Spent,Muramite Cruelty Medal,-1305,,Cleric,<<< Officer >>>,,Main,0.00,70
Advenia,Sun,01/23/22,OoW Zones,Spent,Earring of Dark Conflict,-560,,Magician,<<< Class Lead >>>,,Main,0.00,70
Zortax,Sun,01/23/22,OoW Zones,Spent,Lenarsk's Embossed Leather Pouch,-500,,Warrior,Raider,,Main,0.00,70
Longpeww,Sun,01/23/22,OoW Zones,Spent,Plaguebreeze,-505,,Ranger,Raider,,Main,0.00,70
Zhulong,Sun,01/23/22,OoW Zones,Spent,Hanvar's Hoop,-755,,Monk,Raider,,Main,0.00,70
Fedsmokerr,Sun,01/23/22,OoW Zones,Spent,Hanvar's Hoop,-755,,Wizard,Raider,,Main,0.00,70
Voltha,Sun,01/23/22,OoW Zones,Spent,Patorav's Walking Stick,-635,,Shaman,<<< Class Lead >>>,,Main,0.00,70
Oakwynd,Sun,01/23/22,OoW Zones,Spent,Rune of Grim Portents,-255,,Ranger,Raider,,Main,0.00,70
Yzzy,Sun,01/23/22,OoW Zones,Spent,Kyv Eye of Markmanship,-255,,Rogue,<<< Class Lead >>>,,Main,0.00,70
Mortimus,Sun,01/23/22,OoW Zones,Spent,Belt of the Stagnant,-320,,Necromancer,<<< Officer >>>,,Main,0.00,70
Rinon,Sun,01/23/22,OoW Zones,Spent,Belt of the Stagnant,-320,,Druid,<<< Class Lead >>>,,Main,0.00,70
Karalaine,Sun,01/23/22,OoW Zones,Spent,Riftseeker Heart,-505,,Druid,Raider,,Main,0.00,70
Silvae,Sun,01/23/22,OoW Zones,Spent,Amice of Ill-Will,-210,,Cleric,<<< Class Lead >>>,,Main,0.00,70
Yzzy,Sun,01/23/22,OoW Zones,Spent,Beaded Hoop of Demise,-755,,Rogue,<<< Class Lead >>>,,Main,0.00,70
Kirynn,Sun,01/23/22,OoW Zones,Spent,Patorav's Amulet,-740,,Enchanter,Raider,,Main,0.00,70
Helbinor,Sun,01/23/22,OoW Zones,Spent,Jayruk's Vest,-2990,,Necromancer,Raider,,Main,0.00,70
Ybik,Sun,01/23/22,OoW Zones,Spent,Plagueborn Cape,-10,,Enchanter,Raider,,Main,0.00,70
Boogabooga,Sun,01/23/22,OoW Zones,Spent,Shroud of Eternal Agony,-485,,Shadow Knight,<<< Class Lead >>>,,Main,0.00,70
Byggie,Sun,01/23/22,OoW Zones,Spent,Belt of Intangible Clairvoyance,-10,,Warrior,Raider,,Main,0.00,70
Displacer,Sun,01/23/22,OoW Zones,Spent,Hammered Helm of Foresight,-305,,Bard,Raider,,Main,0.00,70
Gruis,Sun,01/23/22,OoW Zones,Spent,Pendant of Stilled Time,-210,,Beastlord,Raider,,Main,0.00,70
Zortax,Sun,01/23/22,OoW Zones,Spent,Matchless Silvery Claymore,-10,,Warrior,Raider,,Main,0.00,70
Byggie,Sun,01/23/22,OoW Zones,Spent,Supple Slippers of Transformation,-10,Miir,Warrior,Raider,,Main,0.00,70
Byggie,Sun,01/23/22,OoW Zones,Spent,Wand of Twisted Fate,-10,Miir,Warrior,Raider,,Main,0.00,70
Scylla,Sun,01/23/22,OoW Zones,Spent,Cord of the Malcontent,-15,,Cleric,<<< Officer >>>,,Main,0.00,70
Mortimus,Sun,01/23/22,OoW Zones,Spent,Shawl of Nefarious Favor,-200,,Necromancer,<<< Officer >>>,,Main,0.00,70
Zhulong,Sun,01/23/22,OoW Zones,Spent,Wristband of Spectral Corruption,-360,,Monk,Raider,,Main,0.00,70
Ybik,Sun,01/23/22,OoW Zones,Spent,Envenomed Leggings of Enmity,-10,,Enchanter,Raider,,Main,0.00,70
Greyvvolf,Sun,01/23/22,OoW Zones,Spent,Muramite Aggressor's Bulwark,-25,,Ranger,<<< Class Lead >>>,,Main,0.00,70
Rinon,Sun,01/23/22,OoW Zones,Spent,Totem of Shattered Hope,-10,,Druid,<<< Class Lead >>>,,Main,0.00,70
Drae,Sun,01/23/22,OoW Zones,Spent,Bonecleaver,-15,Handsomeman,Paladin,Raider,,Main,0.00,70
Silvae,Sun,01/23/22,OoW Zones,Spent,Deathlace,-80,,Cleric,<<< Class Lead >>>,,Main,0.00,70
Ybik,Sun,01/23/22,OoW Zones,Spent,Laced Gloves of Superiority,-10,,Enchanter,Raider,,Main,0.00,70
Gausbert,Sun,01/23/22,OoW Zones,Spent,Relentless Guardian's Staff,-80,Wernn,Bard,Raider,,Main,0.00,70
Ravnor,Sun,01/23/22,OoW Zones,Spent,Sleeves of the Steadfast,-360,,Monk,Raider,,Main,0.00,70
Greyvvolf,Sun,01/23/22,OoW Zones,Spent,Worldwalker's Staff,-15,,Ranger,<<< Class Lead >>>,,Main,0.00,70
Ybik,Sun,01/23/22,OoW Zones,Spent,Discordant Bracer of Betrayal,-10,,Enchanter,Raider,,Main,0.00,70
Sinidan,Sun,01/23/22,OoW Zones,Spent,Blood-Soaked Champions Scroll,-180,,Rogue,Raider,,Main,0.00,70
Advenia,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Magician,<<< Class Lead >>>,,Main,0.20,70
Baconlegs,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Monk,<<< Officer >>>,,Main,0.20,70
Fedsmokerr,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,0,,Wizard,Raider,,Main,0.00,70
Boogabooga,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Shadow Knight,<<< Class Lead >>>,,Main,0.20,70
Bramil,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Necromancer,Raider,,Main,0.20,70
Bremen,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Paladin,Raider,,Main,0.20,70
Byggie,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Warrior,Raider,,Main,0.20,70
Clawdess,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Rogue,Raider,,Main,0.20,70
Displacer,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Bard,Raider,,Main,0.20,70
Drae,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Paladin,Raider,,Main,0.20,70
Elynore,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Druid,Raider,,Main,0.20,70
Flatline,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,0,,Necromancer,Raider,,Main,0.00,70
Gausbert,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Bard,Raider,,Main,0.20,70
Greyvvolf,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Ranger,<<< Class Lead >>>,,Main,0.20,70
Gruis,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,0,,Beastlord,Raider,,Main,0.00,70
Guzz,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Shadow Knight,Raider,,Main,0.20,70
Helbinor,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Necromancer,Raider,,Main,0.20,70
Karalaine,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Druid,Raider,,Main,0.20,70
Kirynn,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Enchanter,Raider,,Main,0.20,70
Longpeww,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Ranger,Raider,,Main,0.20,70
Mortimus,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Necromancer,<<< Officer >>>,,Main,0.20,70
Nastynate,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Shadow Knight,Raider,,Main,0.20,70
Oakwynd,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Ranger,Raider,,Main,0.20,70
Patchouli,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Shaman,<<< Officer >>>,,Main,0.20,70
Penelo,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Monk,<<< Guild Leader >>>,,Main,0.20,70
Pigglet,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Warrior,Raider,,Main,0.20,70
Raage,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,0,,Warrior,<<< Officer >>>,,Main,0.00,70
Rabidtiger,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Beastlord,Raider,,Main,0.20,70
Ravnor,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Monk,Raider,,Main,0.20,70
Renab,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Ranger,Raider,,Main,0.20,70
Rinon,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Druid,<<< Class Lead >>>,,Main,0.20,70
Sacristan,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Paladin,<<< Class Lead >>>,,Main,0.20,70
Scylla,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Cleric,<<< Officer >>>,,Main,0.20,70
Silvae,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Cleric,<<< Class Lead >>>,,Main,0.20,70
Sinidan,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Rogue,Raider,,Main,0.20,70
Tomdar,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Cleric,Raider,,Main,0.20,70
Torzax,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Shadow Knight,Raider,,Main,0.20,70
Trystyl,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Wizard,<<< Class Lead >>>,,Main,0.20,70
Tyrus,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Berserker,<<< Officer >>>,,Main,0.20,70
Utair,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,0,,Druid,Raider,,Main,0.00,70
Vetis,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Bard,<<< Class Lead >>>,,Main,0.20,70
Voltha,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Shaman,<<< Class Lead >>>,,Main,0.20,70
Ybik,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Enchanter,Raider,,Main,0.20,70
Yzzy,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Rogue,<<< Class Lead >>>,,Main,0.20,70
Zhulong,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Monk,Raider,,Main,0.20,70
Zortax,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,20,,Warrior,Raider,,Main,0.20,70
Advenia,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,80,,Magician,<<< Class Lead >>>,,Main,0.80,70
Baconlegs,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,80,,Monk,<<< Officer >>>,,Main,0.80,70
Fedsmokerr,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,80,,Wizard,Raider,,Main,0.80,70
Boogabooga,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,80,,Shadow Knight,<<< Class Lead >>>,,Main,0.80,70
Bramil,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,80,,Necromancer,Raider,,Main,0.80,70
Bremen,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,80,,Paladin,Raider,,Main,0.80,70
Byggie,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,80,,Warrior,Raider,,Main,0.80,70
Clawdess,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,80,,Rogue,Raider,,Main,0.80,70
Displacer,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,60,,Bard,Raider,,Main,0.60,70
Drae,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,80,,Paladin,Raider,,Main,0.80,70
Elynore,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,80,,Druid,Raider,,Main,0.80,70
Flatline,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,80,,Necromancer,Raider,,Main,0.80,70
Gausbert,Sun,01/23/22,OoW Zones,Earned,Raid - Attendance - 20/hr,80,,Bard,Raider,,Main,0.80,70
